source,target,sign
Metab__2676_c,CASP8,1
Metab__7860_c,CTSS,-1
Metab__5005_c,ACE,-1
Metab__2912_c,CYP2C9,-1
Metab__12453_c,HRH1,-1
Metab__5637_c,MAPK1,-1
Metab__HMDB0014462_c,EGFR,1
Metab__HMDB0014462_c,EGFR,-1
Metab__5038_c,ACE,-1
Metab__1798_c,CA2,-1
Metab__HMDB0015305_c,SLC2A1,-1
Metab__6529_c,KCNH2,-1
Metab__HMDB0014684_c,NFKBIA,1
Metab__24934_c,PTK2,1
Metab__HMDB0014564_c,CHRM5,-1
Metab__11296282_c,PTGER3,-1
Metab__5281767_c,CASP9,1
Metab__2676_c,HMGCR,-1
Metab__4553_c,CASP9,1
Metab__HMDB0014769_c,RRM1,-1
Metab__3255_c,CYP3A4,-1
Metab__HMDB0060977_c,CYP1A2,-1
Metab__3224_c,CYP3A4,-1
Metab__9153_c,CYP1A2,-1
Metab__16886_c,BNIP3,1
Metab__2514_c,MET,1
Metab__3931_c,SP1,1
Metab__14917_c,G6PD,-1
Metab__4920_c,PGR,1
Metab__4920_c,PGR,-1
Metab__HMDB0014945_c,SCN10A,-1
Metab__HMDB0015095_c,ADRB1,1
Metab__HMDB0005042_c,HTR7,-1
Metab__39793_c,BCHE,-1
Metab__HMDB0001920_c,KCNH2,-1
Metab__HMDB0032566_c,RXRB,1
Metab__HMDB0003378_c,GUCY2F,1
Metab__6330540_c,MARS1,-1
Metab__6518171_c,PPARG,1
Metab__HMDB0011603_c,GATA3,1
Metab__65126_c,CASP9,1
Metab__5328779_c,JAK2,-1
Metab__HMDB0014486_c,ABCB1,-1
Metab__HMDB0001043_c,TRIB3,1
Metab__HMDB0015102_c,HRH1,-1
Metab__2464_c,CYP3A4,1
Metab__1779_c,GRIN1,-1
Metab__HMDB0000220_c,CYP1A1,1
Metab__HMDB0014656_c,CASP3,1
Metab__25074886_c,RELA,-1
Metab__HMDB0029367_c,CYP1A1,1
Metab__HMDB0029367_c,CYP1A1,-1
Metab__HMDB0015008_c,PTGS1,-1
Metab__HMDB0015045_c,SCN1A,-1
Metab__1611_c,CA2,-1
Metab__HMDB0001941_c,CHRM5,-1
Metab__HMDB0002124_c,CFTR,1
Metab__4666_c,RAF1,1
Metab__HMDB0005801_c,ALOX12,-1
Metab__5097_c,CDK7,-1
Metab__2462_c,PLA2G4A,-1
Metab__HMDB0034261_c,CFTR,1
Metab__206_c,CEBPD,1
Metab__16683036_c,VDAC2,-1
Metab__238_c,RPS28,1
Metab__HMDB0001999_c,AGT,1
Metab__HMDB0014746_c,MAP2K2,-1
Metab__25477_c,F3,1
Metab__9863341_c,CASP3,1
Metab__76_c,G6PD,-1
Metab__HMDB0000464_c,MAPT,1
Metab__HMDB0000464_c,MAPT,-1
Metab__1514_c,CA2,-1
Metab__176166_c,AKT1,-1
Metab__4428_c,SIGMAR1,-1
Metab__HMDB0001848_c,HTR2C,1
Metab__1540_c,CDK2,-1
Metab__HMDB0005079_c,CASP8,1
Metab__HMDB0035765_c,TOP1,-1
Metab__9860058_c,PTGS1,-1
Metab__449014_c,ADA,-1
Metab__5376_c,AR,-1
Metab__HMDB0015297_c,PPARG,1
Metab__HMDB0014526_c,BCHE,-1
Metab__HMDB0015290_c,RYR1,1
Metab__252_c,TH,-1
Metab__HMDB0015224_c,HIF1A,1
Metab__3224_c,RAF1,1
Metab__2199_c,MKNK1,1
Metab__5005_c,F2,-1
Metab__2816_c,AKR1C2,-1
Metab__3054_c,GTF2A1,1
Metab__HMDB0014915_c,CHRM3,-1
Metab__HMDB0001937_c,ADRB3,1
Metab__HMDB0041834_c,AKR1C2,-1
Metab__HMDB0014620_c,ADRA1B,-1
Metab__4605_c,HIF1A,1
Metab__30623_c,CASP7,1
Metab__HMDB0013248_c,MMP2,1
Metab__3758_c,CFTR,1
Metab__HMDB0015169_c,DNMT1,-1
Metab__HMDB0001553_c,ODC1,-1
Metab__10182969_c,F10,-1
Metab__125564_c,DRD2,-1
Metab__6916248_c,OPRK1,1
Metab__303_c,SLC10A2,1
Metab__8982_c,NR1I2,1
Metab__24771867_c,AURKB,-1
Metab__5360373_c,LIG3,-1
Metab__5287969_c,CDK7,-1
Metab__HMDB0014507_c,CHRM1,-1
Metab__76302_c,ESR1,1
Metab__3224_c,CASP7,1
Metab__3461_c,CASP3,1
Metab__10003572_c,KDR,-1
Metab__HMDB0000761_c,FAS,1
Metab__443379_c,AGT,-1
Metab__HMDB0000638_c,PLA2G2A,-1
Metab__HMDB0060530_c,ESRRG,-1
Metab__HMDB0001847_c,POMC,1
Metab__HMDB0015560_c,DRD2,-1
Metab__3008_c,CHRFAM7A,-1
Metab__192706_c,BCHE,-1
Metab__HMDB0014656_c,ERCC1,1
Metab__HMDB0005794_c,ESR1,1
Metab__1065_c,GSTP1,-1
Metab__63051_c,CYP3A4,1
Metab__3032_c,PTGS1,-1
Metab__HMDB0003747_c,PRKCA,-1
Metab__14806_c,JUN,1
Metab__HMDB0015063_c,TERT,-1
Metab__HMDB0014436_c,CASP3,1
Metab__16137348_c,GNRH1,-1
Metab__108142_c,CDK1,-1
Metab__2524_c,CSK,1
Metab__HMDB0001830_c,AR,1
Metab__24868306_c,ECE1,-1
Metab__3907_c,CYSLTR2,1
Metab__3218_c,CASP3,1
Metab__HMDB0001388_c,APOA5,1
Metab__4635_c,OPRD1,1
Metab__5281767_c,JUN,-1
Metab__HMDB0001256_c,ODC1,-1
Metab__5328940_c,MAP2K1,-1
Metab__HMDB0012308_c,CA2,-1
Metab__3931_c,APOA5,1
Metab__HMDB0001043_c,APOA1,1
Metab__1152_c,CA2,-1
Metab__2367_c,CASP3,1
Metab__HMDB0014704_c,SCN5A,-1
Metab__71362_c,ANPEP,-1
Metab__HMDB0033930_c,CASP3,1
Metab__5428_c,CASP4,1
Metab__HMDB0041822_c,APOE,-1
Metab__128225_c,IL6ST,-1
Metab__6433100_c,EDNRB,-1
Metab__HMDB0014969_c,ABCB1,1
Metab__HMDB0002755_c,CASP3,1
Metab__447446_c,CHEK1,-1
Metab__HMDB0000926_c,CYP2E1,-1
Metab__HMDB0014623_c,TNF,-1
Metab__HMDB0014757_c,PDGFRB,-1
Metab__5281703_c,CASP3,1
Metab__HMDB0001847_c,ATM,-1
Metab__4713_c,MAP2K1,-1
Metab__HMDB0014714_c,AOC3,-1
Metab__1927_c,ADIPOQ,1
Metab__HMDB0015264_c,MMP9,-1
Metab__11167602_c,FLT4,-1
Metab__96876_c,CA2,-1
Metab__5312830_c,CD36,1
Metab__HMDB0000673_c,ANKRD1,1
Metab__3209_c,TXNRD1,1
Metab__HMDB0005008_c,CYP2C19,-1
Metab__762_c,VAMP2,-1
Metab__HMDB0000220_c,ACADM,1
Metab__3368_c,RRM1,-1
Metab__HMDB0001999_c,TRPV1,1
Metab__36187_c,CYP1A1,1
Metab__HMDB0014967_c,AKR1C2,-1
Metab__13872_c,CYP2C9,-1
Metab__3908_c,CYSLTR1,1
Metab__60853_c,DRD3,-1
Metab__535161_c,HSD3B1,-1
Metab__3461_c,RRM1,-1
Metab__1615_c,SLC6A4,-1
Metab__2548_c,CASP9,1
Metab__838_c,REN,1
Metab__HMDB0005794_c,MAPK8,1
Metab__HMDB0005794_c,MAPK8,-1
Metab__HMDB0014507_c,TH,1
Metab__25676_c,DHODH,-1
Metab__2514_c,E2F1,-1
Metab__HMDB0001999_c,ACSL4,1
Metab__HMDB0014407_c,GSR,-1
Metab__3926_c,KCNH2,-1
Metab__HMDB0014413_c,HTR1B,1
Metab__HMDB0014473_c,PPARD,-1
Metab__2460_c,TYR,1
Metab__HMDB0031766_c,NFE2L2,1
Metab__HMDB0005000_c,KCNH2,-1
Metab__HMDB0034410_c,MMP9,-1
Metab__HMDB0001922_c,CYP3A4,1
Metab__HMDB0001922_c,CYP3A4,-1
Metab__HMDB0015353_c,NR3C2,1
Metab__56603737_c,CCR3,-1
Metab__253602_c,MAPK14,1
Metab__445967_c,CDK2,-1
Metab__HMDB0015197_c,CFTR,1
Metab__5281884_c,F10,-1
Metab__55480_c,GRIN1,-1
Metab__60662_c,CACNB4,-1
Metab__231_c,TNFRSF21,1
Metab__154417_c,CHRM3,-1
Metab__HMDB0000108_c,GRIN3A,-1
Metab__7103_c,ESR1,1
Metab__11738767_c,CFTR,1
Metab__6540_c,NR1I2,1
Metab__HMDB0001892_c,F9,1
Metab__HMDB0001879_c,TCF4,-1
Metab__HMDB0014843_c,CYP3A4,-1
Metab__HMDB0015636_c,MTNR1B,1
Metab__135411_c,MAPK3,-1
Metab__HMDB0005014_c,TP53,1
Metab__HMDB0000220_c,CCN2,1
Metab__11667893_c,KDR,-1
Metab__HMDB0014924_c,MMP26,-1
Metab__4713_c,MAPK1,-1
Metab__60168_c,CHRM2,-1
Metab__HMDB0000826_c,GIP,1
Metab__HMDB0001879_c,AKR1C3,-1
Metab__86354_c,PPARG,1
Metab__HMDB0000151_c,CYP2C9,1
Metab__10278470_c,CNR1,-1
Metab__63090_c,CYP1A1,1
Metab__3352_c,CASP7,1
Metab__HMDB0000050_c,CASP3,1
Metab__5310967_c,CXCL8,-1
Metab__4451_c,CDK2,-1
Metab__152688_c,TOP2A,-1
Metab__5591_c,DIO2,1
Metab__581_c,MAPK1,1
Metab__8549_c,GSTP1,-1
Metab__76302_c,HSD11B1,-1
Metab__4362_c,GAD1,-1
Metab__5311068_c,CASP3,1
Metab__HMDB0036619_c,AKT1,-1
Metab__61635_c,CASP3,1
Metab__17435_c,CYP3A4,1
Metab__596_c,TK1,-1
Metab__56959_c,KCNH2,-1
Metab__1027_c,NPY1R,-1
Metab__3177_c,PTGS2,-1
Metab__HMDB0000464_c,PRKCA,1
Metab__216386_c,KDR,-1
Metab__HMDB0015520_c,ADRB2,-1
Metab__53388_c,SIGMAR1,-1
Metab__581_c,AKT1,1
Metab__HMDB0062225_c,GRIN1,-1
Metab__9931953_c,PARP1,-1
Metab__238_c,RPS24,1
Metab__HMDB0015267_c,ADRA1D,-1
Metab__HMDB0003747_c,HIF1A,-1
Metab__47795_c,ALOX5,-1
Metab__446220_c,EGR1,1
Metab__3455_c,SLC6A3,-1
Metab__24360_c,TOP1,-1
Metab__4362_c,GAD2,-1
Metab__HMDB0000870_c,SST,-1
Metab__4786_c,ADRB2,1
Metab__HMDB0014613_c,MAPK1,1
Metab__HMDB0014613_c,MAPK1,-1
Metab__HMDB0000220_c,ALAS1,1
Metab__14954_c,CHRM2,-1
Metab__HMDB0000990_c,PPARG,-1
Metab__5493444_c,REN,-1
Metab__HMDB0014355_c,RXRB,1
Metab__HMDB0015360_c,CYCS,1
Metab__HMDB0015360_c,CYCS,-1
Metab__HMDB0004825_c,F10,-1
Metab__HMDB0014421_c,TP53,1
Metab__HMDB0011620_c,NOS3,1
Metab__HMDB0015388_c,AKT1,-1
Metab__1548886_c,SULT1E1,-1
Metab__71739_c,ADRB3,1
Metab__HMDB0000250_c,GMPS,-1
Metab__5318433_c,CYP1A1,1
Metab__6918245_c,GHSR,1
Metab__66644_c,DHODH,-1
Metab__HMDB0015045_c,MAOB,-1
Metab__71371_c,THRB,1
Metab__2733525_c,AR,-1
Metab__HMDB0001043_c,AGT,1
Metab__HMDB0005018_c,REN,1
Metab__8268_c,ESR2,1
Metab__HMDB0005794_c,JUN,1
Metab__3230_c,HSD11B1,-1
Metab__2766326_c,HRH3,-1
Metab__HMDB0030964_c,HMGCS2,1
Metab__38779_c,CYP2B6,-1
Metab__HMDB0001659_c,CAT,-1
Metab__4920_c,CASP3,1
Metab__HMDB0005007_c,CASP3,1
Metab__447966_c,TGFBR1,-1
Metab__HMDB0014800_c,NR1I2,1
Metab__HMDB0005794_c,CFTR,1
Metab__HMDB0001999_c,CYP4A11,1
Metab__5076_c,CYP2C8,-1
Metab__HMDB0000957_c,CASP8,1
Metab__238_c,KCNJ11,-1
Metab__44259_c,PRKCA,-1
Metab__238_c,RPS5,1
Metab__4115_c,CYP2C9,-1
Metab__27287_c,HMOX1,-1
Metab__906_c,CES1,-1
Metab__88127_c,CYP2C8,-1
Metab__778_c,ACHE,1
Metab__9158_c,CYP1A1,1
Metab__681_c,CASP7,1
Metab__10221222_c,PTGS2,-1
Metab__HMDB0013668_c,GSK3A,-1
Metab__HMDB0015267_c,ADRA1A,-1
Metab__HMDB0015282_c,ADRA1A,-1
Metab__762_c,EIF2S2,1
Metab__HMDB0015371_c,CYP2C9,-1
Metab__HMDB0014490_c,ADRA1D,-1
Metab__60680_c,HRH1,-1
Metab__4782_c,ADRA1A,1
Metab__HMDB0014619_c,SLC6A4,-1
Metab__1805_c,TERT,-1
Metab__HMDB0014334_c,PSMD2,-1
Metab__62080_c,MAPK14,-1
Metab__HMDB0000234_c,ESR1,1
Metab__448022_c,CTSK,-1
Metab__943_c,CFTR,-1
Metab__5538_c,CCNH,-1
Metab__3032581_c,CASP7,1
Metab__66535_c,PRKACB,1
Metab__5591_c,MYC,-1
Metab__133090_c,TACR3,-1
Metab__6444692_c,ERBB2,-1
Metab__HMDB0001879_c,HSF1,1
Metab__6857345_c,PIK3CA,1
Metab__HMDB0013247_c,AR,1
Metab__HMDB0032876_c,NFKB1,-1
Metab__331608_c,MAPK14,1
Metab__1690_c,CASP3,1
Metab__HMDB0001389_c,EPX,-1
Metab__5056_c,DIO2,-1
Metab__5289418_c,CEP43,-1
Metab__HMDB0003075_c,ABCC1,-1
Metab__5063_c,PLA2G7,-1
Metab__HMDB0014466_c,ADRA2A,-1
Metab__HMDB0014683_c,HRH1,-1
Metab__56947301_c,ADA,-1
Metab__HMDB0015363_c,CHRM1,1
Metab__HMDB0005792_c,HDAC6,-1
Metab__HMDB0014400_c,SULT1E1,-1
Metab__6323195_c,IRF3,1
Metab__3413_c,ADCY1,1
Metab__HMDB0032049_c,TPO,-1
Metab__HMDB0014683_c,SLC6A2,-1
Metab__HMDB0014943_c,CHRM1,1
Metab__127909_c,PTGFR,1
Metab__HMDB0000827_c,GCG,1
Metab__65016_c,CYP3A4,-1
Metab__3541_c,PRKCA,-1
Metab__10089677_c,MMP14,-1
Metab__123814_c,LNPEP,-1
Metab__442690_c,ACHE,-1
Metab__HMDB0001432_c,NISCH,1
Metab__1271002_c,MYC,-1
Metab__HMDB0002755_c,TOP2A,-1
Metab__8987_c,HSD11B2,-1
Metab__1645_c,PARP1,-1
Metab__762_c,TPX2,1
Metab__6328182_c,CHEK2,-1
Metab__312145_c,PIK3CA,-1
Metab__HMDB0002710_c,EP300,-1
Metab__37783_c,PRKCA,1
Metab__3589_c,MAPK3,1
Metab__596_c,CASP3,1
Metab__HMDB0014490_c,ADRA1A,-1
Metab__HMDB0014350_c,CTSB,1
Metab__HMDB0000538_c,EIF3G,1
Metab__9873954_c,DRD2,-1
Metab__HMDB0014494_c,KCNJ1,1
Metab__HMDB0000037_c,SLC12A2,-1
Metab__HMDB0000207_c,GCG,1
Metab__HMDB0015051_c,GRIN3A,-1
Metab__1649_c,NOS2,-1
Metab__HMDB0031791_c,CYP2E1,-1
Metab__7870_c,NOS3,-1
Metab__HMDB0015247_c,KCNA3,-1
Metab__HMDB0031991_c,ALOX12,-1
Metab__23925_c,MAPK14,1
Metab__23925_c,MAPK14,-1
Metab__HMDB0014456_c,CA2,-1
Metab__206_c,RTN4R,-1
Metab__24978538_c,BCL2L2,-1
Metab__928_c,PDHX,1
Metab__24934_c,TXNRD2,1
Metab__5793_c,MAP3K5,1
Metab__60837_c,TNFSF10,1
Metab__5470_c,SHBG,-1
Metab__179337_c,ESR2,-1
Metab__6468_c,CYP2C19,-1
Metab__1549097_c,HMGCS2,-1
Metab__925_c,AKR1A1,-1
Metab__HMDB0014960_c,CYP2E1,-1
Metab__HMDB0014834_c,HTR2C,1
Metab__HMDB0015352_c,CHRM1,-1
Metab__5330286_c,CDK2,-1
Metab__92427_c,CASP9,1
Metab__274_c,TRPV4,1
Metab__14915_c,MAPK1,1
Metab__129869_c,CASP3,1
Metab__HMDB0005012_c,SREBF2,1
Metab__9884746_c,HRH3,-1
Metab__5538_c,CXCL8,1
Metab__HMDB0015592_c,DRD2,-1
Metab__HMDB0014695_c,CYP17A1,-1
Metab__HMDB0002755_c,PIK3CG,-1
Metab__11364421_c,PLK1,-1
Metab__24502_c,MAPK3,1
Metab__3003157_c,GRIK2,-1
Metab__HMDB0031805_c,ACHE,-1
Metab__HMDB0037316_c,CASP9,1
Metab__102530_c,CFTR,-1
Metab__HMDB0005012_c,HTR2B,-1
Metab__6279_c,AKR1C2,-1
Metab__176155_c,CYP1A1,1
Metab__60867_c,KCNH2,-1
Metab__69507_c,FBP1,-1
Metab__15938_c,SOD2,1
Metab__23724781_c,CHRM2,-1
Metab__HMDB0014562_c,CHRFAM7A,-1
Metab__77793_c,CYP1A2,-1
Metab__80277_c,HIF1A,1
Metab__HMDB0000305_c,CASP3,1
Metab__HMDB0000305_c,CASP3,-1
Metab__5056_c,TGFB1,-1
Metab__HMDB0032062_c,CYP1A1,1
Metab__24821094_c,BTK,-1
Metab__5712_c,HIF1A,-1
Metab__HMDB0000037_c,POMC,1
Metab__56683541_c,CASP8,1
Metab__HMDB0062470_c,MAPK1,1
Metab__HMDB0014392_c,HTR7,-1
Metab__76302_c,CYP17A1,-1
Metab__1177_c,HTR1A,1
Metab__HMDB0003153_c,CASP3,1
Metab__HMDB0001848_c,SLC6A4,-1
Metab__1967_c,ALOX5,-1
Metab__HMDB0001903_c,IL2,-1
Metab__762_c,MAPK8,1
Metab__163659_c,TP53,1
Metab__HMDB0000108_c,OPRM1,-1
Metab__3312_c,RARG,1
Metab__3870_c,HSF1,1
Metab__5281767_c,HIF1A,-1
Metab__HMDB0014623_c,CDH5,-1
Metab__HMDB0001934_c,STAT3,1
Metab__108007_c,HMOX1,1
Metab__10302451_c,SRC,-1
Metab__HMDB0015300_c,SP1,-1
Metab__71460_c,ALOX5,-1
Metab__24425_c,GSR,-1
Metab__66370_c,GCG,1
Metab__HMDB0003378_c,CASP10,1
Metab__3589_c,ABCG2,-1
Metab__107969_c,S1PR1,-1
Metab__5090_c,PTGS2,-1
Metab__10607_c,TOP2A,-1
Metab__HMDB0006240_c,IL1B,-1
Metab__440038_c,CFH,1
Metab__HMDB0032062_c,NQO1,1
Metab__HMDB0003747_c,CASP3,1
Metab__HMDB0000538_c,PRKAA2,-1
Metab__HMDB0003747_c,FOS,1
Metab__HMDB0003747_c,FOS,-1
Metab__HMDB0003747_c,ATM,1
Metab__2891_c,NFE2L2,1
Metab__HMDB0014750_c,ADRB2,-1
Metab__HMDB0014656_c,PARP1,-1
Metab__115237_c,ADRA1B,-1
Metab__9892480_c,ADRB2,1
Metab__20382_c,SCN5A,-1
Metab__HMDB0015384_c,ERBB3,-1
Metab__HMDB0000220_c,HMGCR,1
Metab__5288209_c,IGF1,-1
Metab__16417_c,AR,-1
Metab__11238823_c,AGTR1,-1
Metab__HMDB0003747_c,IL13,-1
Metab__5288209_c,CASP7,1
Metab__14973220_c,MAPK14,-1
Metab__HMDB0014684_c,PARP1,1
Metab__206_c,CKB,1
Metab__327606_c,DNMT1,-1
Metab__5352_c,IKBKB,-1
Metab__158796_c,CASR,1
Metab__5459111_c,ITK,-1
Metab__HMDB0001937_c,ADRB2,1
Metab__2250_c,HMGCR,-1
Metab__478_c,AKT1,1
Metab__107935_c,STAT3,1
Metab__2866_c,HTR2B,-1
Metab__54897_c,KCNH2,-1
Metab__165339_c,SRC,-1
Metab__HMDB0000673_c,FHL2,1
Metab__4240_c,ABCG2,1
Metab__HMDB0015045_c,SCN11A,-1
Metab__HMDB0014891_c,KCNA1,1
Metab__442783_c,CCND1,-1
Metab__HMDB0003217_c,GLRA1,-1
Metab__HMDB0030583_c,CYP2C9,-1
Metab__5036_c,TBXA2R,-1
Metab__157918_c,SLC6A4,-1
Metab__3066_c,ADRA2A,1
Metab__54459_c,ADRA2C,-1
Metab__HMDB0002124_c,UGT1A1,1
Metab__HMDB0014884_c,MMP2,-1
Metab__19654_c,CA2,-1
Metab__HMDB0015196_c,DRD2,-1
Metab__HMDB0015164_c,CASP3,1
Metab__9738_c,ACHE,-1
Metab__56603789_c,AGTR1,-1
Metab__5361917_c,OPRK1,-1
Metab__HMDB0059586_c,ABCC1,-1
Metab__63951_c,ADRB2,1
Metab__177343_c,DRD2,1
Metab__16132316_c,OPRD1,1
Metab__HMDB0015590_c,CACNG1,-1
Metab__10311_c,CYP2C19,-1
Metab__9171_c,AR,-1
Metab__5289469_c,PARP1,-1
Metab__HMDB0014327_c,GABBR1,1
Metab__5930_c,AKR1C2,1
Metab__HMDB0000237_c,FFAR2,1
Metab__HMDB0014613_c,CNR2,1
Metab__5056_c,"NAMPT",1
Metab__5056_c,"NAMPT",-1
Metab__9888211_c,SLC6A4,-1
Metab__9809340_c,ESR1,-1
Metab__HMDB0014564_c,ADRA1A,-1
Metab__123782_c,NR3C1,-1
Metab__HMDB0015237_c,CYP2C19,-1
Metab__HMDB0014552_c,HTR2C,-1
Metab__64945_c,TOP1,-1
Metab__3931_c,PLIN2,1
Metab__2911_c,CHRM1,-1
Metab__2826_c,FOS,1
Metab__238_c,EIF3D,1
Metab__12106168_c,MAPK14,-1
Metab__322_c,CYP1A2,-1
Metab__409315_c,CMA1,-1
Metab__3634_c,NR1I2,1
Metab__HMDB0015110_c,PDE10A,-1
Metab__HMDB0014395_c,CYP2C9,-1
Metab__656635_c,F2,-1
Metab__129095_c,ALOX5,-1
Metab__HMDB0014537_c,CACNB2,-1
Metab__HMDB0000058_c,BRAF,1
Metab__5376_c,WT1,-1
Metab__3962_c,CYP2C9,1
Metab__5645_c,TNFRSF10B,1
Metab__3054_c,CTSB,1
Metab__160517_c,SOD2,1
Metab__9953064_c,ADORA1,-1
Metab__3038525_c,MAPK12,-1
Metab__HMDB0001967_c,IL1A,-1
Metab__1065_c,GSTM1,-1
Metab__HMDB0011110_c,CASP8,1
Metab__5362422_c,FURIN,-1
Metab__HMDB0014924_c,MMP17,-1
Metab__HMDB0014457_c,KCNH2,-1
Metab__5428_c,DDIT3,1
Metab__5472495_c,NQO1,1
Metab__9838021_c,SLC6A2,-1
Metab__3003157_c,GRIA2,-1
Metab__8295_c,ESR1,-1
Metab__HMDB0031991_c,MAPK1,-1
Metab__HMDB0062429_c,CYP1A1,1
Metab__3606_c,AKR1C4,-1
Metab__44424639_c,TUBB,-1
Metab__HMDB0014377_c,CA2,-1
Metab__HMDB0014514_c,OPRK1,1
Metab__HMDB0000900_c,VDR,1
Metab__3008_c,SIGMAR1,1
Metab__HMDB0014542_c,FGFR1,-1
Metab__2514_c,HMOX1,1
Metab__3648_c,OPRM1,1
Metab__HMDB0000538_c,AKT1,1
Metab__HMDB0000538_c,AKT1,-1
Metab__11620908_c,ERBB2,-1
Metab__8515_c,MAPK8,-1
Metab__5312137_c,DYRK1A,-1
Metab__34007_c,MRAS,1
Metab__6437849_c,DHCR7,-1
Metab__HMDB0000609_c,DRD2,1
Metab__HMDB0015384_c,EPHA2,-1
Metab__HMDB0034830_c,CA2,-1
Metab__14051_c,CYP1A2,-1
Metab__HMDB0000538_c,RPS27A,1
Metab__3074_c,NR1I2,1
Metab__HMDB0015064_c,PTGER4,1
Metab__HMDB0003125_c,HDAC2,-1
Metab__84046_c,CASP3,1
Metab__HMDB0000538_c,ABCB1,1
Metab__52943236_c,EDNRA,1
Metab__52943236_c,EDNRA,-1
Metab__5267_c,AR,-1
Metab__91532_c,FGFR1,1
Metab__5319925_c,MAPK3,1
Metab__38003_c,F10,-1
Metab__HMDB0014520_c,ADRB3,1
Metab__448008_c,GSK3B,-1
Metab__HMDB0005782_c,MTTP,-1
Metab__HMDB0015388_c,ESR1,-1
Metab__2735_c,MMP2,-1
Metab__HMDB0002899_c,NR1I3,1
Metab__HMDB0001510_c,SLC6A3,-1
Metab__HMDB0000761_c,AKR1C3,-1
Metab__4036_c,PTGS1,-1
Metab__HMDB0005794_c,BAX,1
Metab__24946690_c,SLC6A9,-1
Metab__4436_c,ADRA1A,1
Metab__HMDB0014466_c,SREBF1,1
Metab__5311426_c,HTR1B,1
Metab__HMDB0000250_c,PGD,-1
Metab__69711_c,DHODH,-1
Metab__HMDB0030964_c,TRIB3,1
Metab__HMDB0014987_c,GABRA1,-1
Metab__6303_c,CASP8,1
Metab__HMDB0003747_c,RPS6KB1,-1
Metab__HMDB0015384_c,LCK,-1
Metab__HMDB0014728_c,REN,1
Metab__64945_c,CASP3,1
Metab__HMDB0014379_c,SLC6A2,-1
Metab__2051_c,ERBB2,-1
Metab__HMDB0005801_c,NR1I2,1
Metab__3827_c,PGD,-1
Metab__HMDB0003125_c,SOD1,-1
Metab__21310426_c,CNR2,-1
Metab__HMDB0015563_c,CYP2B6,-1
Metab__HMDB0000207_c,CCK,1
Metab__9317_c,APRT,-1
Metab__HMDB0015374_c,KCNH2,-1
Metab__3048_c,MAP2K1,1
Metab__HMDB0029864_c,CYP1A2,1
Metab__HMDB0031778_c,NR1I2,1
Metab__HMDB0061385_c,CYP3A4,1
Metab__HMDB0001999_c,CPT2,1
Metab__1674_c,CYP1A1,1
Metab__1674_c,CYP1A1,-1
Metab__HMDB0014844_c,ADRA1A,-1
Metab__44137945_c,FGFR1,-1
Metab__942_c,MAPK3,1
Metab__942_c,MAPK3,-1
Metab__206042_c,FGFR1,-1
Metab__HMDB0041913_c,GRIN1,-1
Metab__447531_c,SRC,-1
Metab__HMDB0014850_c,HPGD,1
Metab__HMDB0005014_c,PTGS2,-1
Metab__77998_c,ACSL4,-1
Metab__446378_c,DDIT3,1
Metab__HMDB0001999_c,ACSL3,1
Metab__HMDB0001848_c,CHRM3,-1
Metab__123611_c,F10,-1
Metab__274_c,CREM,1
Metab__126565_c,PKN1,-1
Metab__HMDB0011603_c,STAT1,1
Metab__838_c,LIPE,1
Metab__457801_c,CASP3,1
Metab__HMDB0001852_c,TGM2,1
Metab__5287969_c,CDK9,-1
Metab__6918464_c,DPP4,-1
Metab__HMDB0002209_c,DFFA,1
Metab__5793_c,MAPK8,1
Metab__64945_c,ERN1,1
Metab__16659841_c,STAT3,-1
Metab__66535_c,PRKACG,1
Metab__2512_c,ADRA2C,-1
Metab__HMDB0005794_c,CASP3,1
Metab__HMDB0005794_c,CASP3,-1
Metab__3003_c,CDK2,-1
Metab__15625_c,AKT1,1
Metab__HMDB0059925_c,CA2,-1
Metab__53469059_c,EIF2AK3,-1
Metab__HMDB0030353_c,CXCL8,1
Metab__77998_c,CYP3A4,1
Metab__77998_c,CYP3A4,-1
Metab__HMDB0001934_c,MAPK1,1
Metab__HMDB0001934_c,MAPK1,-1
Metab__1424_c,ADIPOQ,1
Metab__3692_c,HRH4,1
Metab__39524_c,CYP3A4,-1
Metab__HMDB0015361_c,CHRM2,-1
Metab__5460048_c,GHRL,1
Metab__91708_c,CYP2B6,1
Metab__16132446_c,GLP1R,1
Metab__107778_c,AKT1,-1
Metab__38409_c,CYP2C9,1
Metab__23925_c,LIG3,-1
Metab__17754772_c,JAK1,-1
Metab__HMDB0001388_c,TXNRD1,1
Metab__56603760_c,CHRM4,1
Metab__4984_c,CASP3,1
Metab__91741_c,CYP2B6,1
Metab__HMDB0014553_c,DRD2,-1
Metab__HMDB0000058_c,RAP1A,1
Metab__3048_c,MAPK1,1
Metab__37563_c,ESR1,1
Metab__56603741_c,GSR,-1
Metab__HMDB0001895_c,AKR1C3,-1
Metab__2761_c,CACNA1I,-1
Metab__HMDB0015503_c,PTGS1,-1
Metab__HMDB0014400_c,GREB1,1
Metab__HMDB0014720_c,CYP2C9,-1
Metab__390798_c,CASP3,1
Metab__HMDB0003125_c,SIRT1,-1
Metab__2193_c,AKR1C3,1
Metab__2193_c,AKR1C3,-1
Metab__5311454_c,CYP1A2,-1
Metab__176155_c,MAPK14,-1
